index,Unnamed: 15
201,3.7909301294127915
202,3.572756576766876
203,4.00883238276703
204,5.309584800792801
205,3.32598346693217
206,2.9841916846472367
207,3.7798890850507174
208,4.7493085642769834
209,4.206990480404002
210,3.035023632428088
211,2.9935636060079713
212,3.334565314845229
213,4.893946082248917
214,5.0635883570815565
215,4.729756335905467
216,3.8019938110846754
217,3.1057178983386433
218,2.3269433657012946
219,2.415459428012335
220,2.848927394392136
221,3.4567046886343458
222,4.15272235726107
223,5.719698150609327
224,6.853677331363735
225,7.913158473561747
226,5.725645549161652
227,4.9397784188726845
228,4.329995236744919
229,4.243566967769042
230,5.466526475846916
231,6.953207177851197
232,6.862139855830751
233,6.15809803869846
234,5.023135335466397
235,3.7176493706007414
236,3.4575322694343122
237,4.238428878275889
238,5.285446932775575
239,6.332309466345201
240,6.0709259633750055
241,6.331065944186145
242,5.28030605253074
243,5.106912225581432
244,4.234455068971729
245,3.7097641745174834
246,3.6798647994693146
247,4.877350812303823
248,5.145694244104979
249,5.603506977251566
250,6.914821471853531
251,6.483198312603093
252,5.180369059059968
253,4.401355792116874
254,7.105737041036314
255,7.541286201554344
256,5.793906375537895
257,4.747420838623431
258,3.9667103130956547
259,3.6205724490676237
260,3.1563845050215207
261,0.948316737790422
262,0.32910202162670427
263,0.4662004662004662
264,0.6472491909385113
265,3.0247479376718607
266,1.9545454545454546
267,11.023782288696115
268,9.675714859841033
269,7.987518452051988
270,7.1174076228680665
271,7.759829826366816
272,8.666889674006134
273,6.713612931416981
274,7.426827171436132
275,7.183500996582741
276,11.098127240695378
277,14.876205457535445
278,15.38729838999768
279,13.927372137426419
280,11.734111426647779
281,10.873030833589908
282,9.2481130947513
283,7.696564415542433
284,9.201827740423088
285,5.6846158748200475
286,2.9907370047620434
287,1.034030386460442
288,0.442926613744768
289,0.319946152978944
290,0.28345684676602223
291,0.41276887527789763
292,1.714510738480424
293,1.2858997637476306
294,1.2878810419544022
295,1.1592959320359881
296,1.4469666794871017
297,1.1794100845065312
298,1.9248777932332284
299,1.5795240720307944
300,1.3061889030707081
301,1.077974916058572
302,1.1588238459484386
303,1.3963857593992368
304,2.0235791818854976
305,2.1120208934106244
306,1.5999888601050756
307,1.5188721959661127
308,1.9911737445683184
309,2.425222855165603
310,1.6316086522510083
311,1.4085450784494307
312,1.51988631579973
313,2.3434737190683457
314,2.3658350054845525
315,2.2859677923505104
316,2.438373190756942
317,4.138470565225894
318,4.343257443082312
319,3.650959052140018
320,3.6493821457443123
321,4.49687823189183
322,5.396946564885496
323,5.593820160584497
324,5.505247603531239
325,5.377999774664814
326,6.80931683940711
327,9.649025481711602
328,10.717214642510998
329,11.472296693476318
330,11.774322458766257
331,11.357819990628267
332,11.32372966387157
333,10.433301394655595
334,8.574434508153603
335,7.221393638791579
336,7.097911768773337
337,8.817788930712394
338,9.949933008955645
339,10.374752054406347
340,9.49609652235628
341,8.621788065406667
342,8.097051770348427
343,6.972013747632742
344,6.255466536052898
345,5.976812597335179
346,5.459048536342059
347,5.099140440395876
348,5.187799002476843
349,5.011780545270953
350,4.7539560659678175
351,4.829451738470674
352,5.423739816287449
353,5.3330325782231816
354,5.685363213853695
355,7.614309705630723
356,7.8707643814026795
357,8.110982514310738
358,7.9707450105367545
359,7.608093978719478
360,6.1800323338315595
